"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20","Target"
"592","P1",82,408,"1a209cfc556aac04fb94ff2210f15c5a","no","no",0,125.7,96,21.37,207.6,137,17.65,183.1,103,NA,12.9,NA,3.48,1,"False."
"593","O2",92,510,"860778644482aacf0870e3a953c7fade","no","no",0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,"False."
"594","M3",82,510,NA,"no","yes",NA,207.2,NA,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,"False."
"595","W3",90,415,"3a35f6691aa3101f2c66da70ed7cbe7b","no","no",0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,"False."
"596","H1",NA,408,"e5c4b04b8c1fca9c6910ae95b0489221","no","yes",28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0,0,0,1,"False."
"597","M5",124,510,"d71c766fce4ea3c72ed3d8cb5c2055f8","no","no",NA,157.5,70,26.78,130.7,79,11.11,NA,98,8.7,9.6,4,2.59,3,"False."
"598","N8",39,408,"41e0e5a38d5a510378bea8d9af612ab9","no","no",0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,"False."
"599","A4",84,415,"3342ebf38156945920b2f34908fb91f4","no","no",0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,"False."
"600","O1",NA,510,"f60b5eb8bd449bf4d7aafee41d5e3239","no","yes",46,214.1,62,36.4,200.9,111,NA,246.8,126,11.11,9.2,6,2.48,0,"False."
"601","M4",102,510,"942a506356449bd84b1f1ae59b064c61","no","no",0,102.6,89,17.44,246,77,NA,170.5,140,7.67,9.1,4,2.46,2,"False."
"602","M1",NA,415,"ba732c1123711d695fcebdcce5f1090e","yes","no",0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,"True."
"603",NA,143,510,"3997b4f06bc11d8943fde4e4230ffbc2","no","no",0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,"False."
"604","M4",53,415,"5dc89ae47bcbde7ffb6495279f3e1dc6","no","no",0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,"False."
"605","N6",30,415,"7da6fdddbef661666cc7c69fb48ddf57","no","no",0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,"False."
"606","M6",112,415,"9ca9e51df824b758f2034dec57b298d9","no","no",0,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,NA,2,"True."
"607","R1",129,415,"862fde84923abbe4b81f3d01cb7bfc51",NA,"no",0,139.5,119,23.72,NA,105,24.59,NA,97,5.82,13.1,8,3.54,0,"False."
"608",NA,63,415,NA,"no","yes",29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,NA,8,1.78,1,"False."
"609","W4",28,415,"48fdc468c5a4f9495ddd7592a69f1117","no","no",0,187.8,94,31.93,248.6,86,NA,208.8,124,9.4,10.6,5,2.86,0,"False."
"610","W4",111,415,"fb258fea4823ab4db91ef665504f5cb4","no","no",0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,NA,"False."
"611","P1",NA,510,"cd1967dbf190aa612fffdd9862022391","no","no",0,NA,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,NA,3,"False."
"612","K2",90,415,"b9a5f693350c5a73113ba3259f6f12b2","no","no",0,193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43,1,"False."
"613","O3",151,510,"88c13940ca1ea358155507038163a8b5","no","no",NA,156.4,108,26.59,233.4,118,19.84,NA,141,8.81,7.7,6,2.08,4,"False."
"614","N7",105,415,"78eaeafaa0e889171f8298035e3998b7","yes","yes",29,220.7,82,37.52,217.7,110,18.5,190.5,100,NA,13.2,6,3.56,1,"True."
"615","D1",41,408,"99ee9c234504dcd4d8f5e28070552e48","no","yes",37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,NA,1,1.97,2,"False."
"616","U1",48,510,"7473f86a0c8cb40a9e72f66d7793ab88","no","yes",43,172,NA,29.24,200.2,64,17.02,233.1,96,10.49,8,NA,2.16,1,"False."
"617",NA,166,408,"516f3f08f1015dbf501703c945102db4","yes","yes",35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,"False."
"618","F1",79,510,"7027ea221e228a7b6441edc12930aba6","no","no",0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14,6,3.78,NA,"False."
"619",NA,153,510,"bc7396b5edef3919914cb8bc57fe0456","no","no",0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,"False."
"620","K1",110,415,"2b12823996defd9a52b5236ffae75c1d","yes","no",0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,"True."
"621","K1",163,415,"7aea2fda0bfe5e0c8920639118fe5a91","no","no",NA,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,"False."
"622","D1",126,510,"9f123dbd97178c02168348821024ead1","no","no",0,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1,"False."
"623","M3",105,408,"12543c1035df896acc9417c17cf6ed29","no","yes",33,NA,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,2,"False."
"624","L1",172,415,"7cf30c7a774c23cbddc7e912480cd5ac","no","no",0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,"False."
"625","D1",126,415,"1ded95c29ebef676e3f7a08b1c144af2","no","no",0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,"False."
"626",NA,97,510,"4b6bef7aaf1bae30fda1be04b0782c72","no","no",0,144.2,91,24.51,226.7,137,NA,144.6,72,6.51,13.8,4,3.73,3,"False."
"627","N5",95,408,"107af7e1637518e944053d84f0256ffb","yes","yes",37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,"True."
"628","D2",87,510,"8309a38e7b795d3669d872689680ef28","no","no",NA,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,NA,"False."
"629","V2",97,415,"0157c20fb93f69ef7787c717ac06465d","no","no",0,NA,119,19.16,217.7,NA,18.5,152.1,76,6.84,6.5,5,1.76,1,"False."
"630","G1",76,415,"fa565542c53e47c473999a95ff5a8b18","no","no",NA,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,NA,3.7,0,"True."
"631","T2",140,408,"19bb5df8776cdfccc12708e21ae89c89","no","no",0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,"False."
"632",NA,169,415,"2006426b96e0b244b936d4ba997625cb","no","no",0,100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,"False."
"633","N2",68,408,"c706ea8b383422b6a888d809d048970f","no","yes",22,82.5,97,14.03,NA,94,24.64,180,114,8.1,4.8,4,1.3,3,"False."
"634","N5",122,415,NA,"no","yes",34,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2,"False."
"635","M6",36,408,"994fe4bf87eb34d0f051aac94578a23e","no","no",0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,NA,"False."
"636","C2",120,510,"6ebda3633d0b8ac9c110e9ec9132ee41","no","yes",27,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,NA,"False."
"637","K1",121,408,"f3a2c90cd2f79282714bbf1c240a6be0","no","no",0,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48,1,"False."
"638","N1",64,408,"cffb07636d0c1e868886d47c98b1439f","no","yes",19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,"False."
"639","M8",13,415,"bb05105ec2b18d4d54eaed912bc78873","no","yes",31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,"False."
"640","D2",NA,415,"5ba83a6ed7211be62e0060c086764605","no","no",0,128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08,0,"False."
"641",NA,88,415,"7a7fa9bbefe57a866a586d1f92b3402c","no","no",0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,NA,4,2.13,2,"False."
"642","V1",74,408,"d397b556c91fa82f40e1c6c691e2e352","no","no",0,165.3,NA,28.1,198.5,106,NA,208.5,102,9.38,9.8,3,2.65,1,"False."
"643","I3",83,415,"0fc4da3aad77a6d4cc586a7d291a1dae","no","no",0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,"False."
"644",NA,49,415,"085dea8244f2b6e0b24dd0b0c892e1cf","no","no",0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,"False."
"645","C2",111,510,"ebd67be6ad2315f29cd93f8c7784cdbe","no","yes",24,205.5,114,34.94,219.3,99,18.64,215.9,95,NA,14,4,3.78,1,"False."
"646","M8",50,415,"de39487cfa6d5c464567f54741950808","no","yes",22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,"False."
"647","W3",153,408,"f2bef6ed7cb419c8e715a34d12aa6c6a","no",NA,28,NA,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,"False."
"648","M3",88,415,"168ec9de7f27751f3f802adeb138cb53","no","no",0,192,91,32.64,NA,127,10.85,NA,125,7,7.5,5,2.03,1,"False."
"649","W2",131,415,"331bb6bf058826deb7f47b54a0cec8ca","no","yes",39,69.1,122,11.75,101.3,136,NA,104.8,94,4.72,9.1,4,2.46,0,"False."
"650","M6",79,408,"eeaae7ddadf4b8b15b0e4ddfef362d18","no","no",0,261.7,97,44.49,NA,48,17.9,NA,83,11.55,6,3,1.62,3,"True."
"651","N8",140,415,"108c21f56b8998a331e5acd6931d84d5","no","no",0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,"False."
"652","C3",105,408,"13b67234f7cb407b748938c34a2fd525","no","no",0,213.4,100,36.28,204.9,52,17.42,NA,93,8.09,9.5,6,2.57,NA,"False."
"653","A3",54,415,"397640ba98de8668686464e15a2661b6","no","yes",39,206.9,143,35.17,127.8,NA,10.86,199.2,120,8.96,9.2,1,2.48,3,"False."
"654","W4",NA,415,"c857911caacd6392efe532c4132f0f91","no","yes",22,263.8,65,44.85,103.4,115,8.79,NA,109,9.36,8.5,3,2.3,3,"False."
"655","C1",96,510,"1cc2fecf54a1bd6e83d38309b476c59a","no","yes",31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,"False."
"656","C1",79,510,"64da78e0f63d03f6b7c16af75adc89fa","no","no",0,157.6,85,26.79,NA,92,16.5,231.5,86,10.42,9.4,10,2.54,5,"True."
"657","M5",55,415,"0db9a3063fd78c771f8614b20b4c9ff7","no","no",0,175.6,147,29.85,161.8,118,NA,289.5,55,13.03,NA,4,2.51,0,"False."
"658","A1",130,415,NA,"no","no",0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,NA,2.51,2,"False."
"659","V1",34,415,"258fed78ca675ac291d3f1c76d5f1b03","no","no",0,151,NA,25.67,131.4,NA,11.17,186.6,86,8.4,9.9,NA,2.67,0,"False."
"660",NA,139,415,"d7ed6086c6fdd76002abceac96a8b9f6","no","no",0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,NA,2.24,1,"False."
"661","M8",NA,408,"cf3f4b8912f9d8684debf51e868383fd","no","no",0,NA,69,45,305,120,25.93,197.4,86,8.88,9.5,9,2.57,1,"True."
"662","S1",65,408,"2f831aafc7e91ba6bd32a9e5e5604281","no","yes",31,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,1,"False."
"663","N3",63,415,"e4423a723c16a54dd0f64e89c7239410","no","no",0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,"False."
"664","V2",152,415,"0a3d8dfc4c7f93b0c0e4c5c6790141b2","no","no",0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2,3,"False."
"665","N2",NA,408,"25c264473e0c37a284da02d098d2175b","no","no",0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,"False."
"666","G1",112,415,"cd29ca9b77d2b0bbe92f327889932df2","no","yes",22,181.8,NA,NA,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,"False."
"667","O3",NA,415,"167da4da10e258ce8d69e45c955ce81d","no","no",0,252,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,"False."
"668",NA,27,510,"0faf4c94e723db5e7e8331fde04cb00f","no","no",0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,"False."
"669","W4",NA,415,"8892a953023c2065f72395473ac777d5","no","no",0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,"False."
"670","G1",101,415,"41a579b5458964bd60466ae6d8598959","no","yes",33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,"False."
"671","W3",32,408,NA,"no","yes",26,NA,NA,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,"False."
"672","C3",3,415,"6350bb6681402f4b1be2143a68103682","no","yes",NA,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,"False."
"673","I3",NA,408,"0e11bb9bf425a06e4b220974f47d9c2e","no","no",0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,"False."
"674","C2",60,408,"32ff44d90adbea711d8319f28ffa0e74","no","no",0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,"False."
"675","D2",119,415,"2714a7c0928b638f9b08a6888b20bbab","no","no",0,176.8,90,30.06,224.7,NA,19.1,204.6,77,9.21,7.5,15,2.03,1,"False."
"676","L1",43,415,"966cf182e8e9d556b66d6be800b1e8c9","no","no",0,241.9,101,41.12,129.4,121,11,264.8,104,11.92,5.9,3,1.59,1,"False."
"677","M1",42,408,"084df32291dcb24f948aef0a32a3345c","no","no",0,241.2,134,41,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,"False."
"678","I4",84,408,"2e4645e5bacccdae7412322abce341cd","no","no",0,217.1,99,36.91,236,68,20.06,118.3,120,5.32,9.4,4,2.54,1,"False."
"679","N8",65,510,"dab5825d1b863b71b5516c42570311c0","no","no",0,NA,110,33.22,181.2,109,15.4,178.5,105,8.03,NA,4,2.4,0,"False."
"680","T2",75,415,"fcb1a8a13597b6fd6a643cf764cade69","yes","no",0,222.4,78,37.81,327,111,27.8,208,104,9.36,8.7,9,2.35,1,"True."
"681","K1",116,510,"35f5b903fb89bac65ff2afbfa06b2c9a","no","no",0,189.5,90,32.22,189.8,118,16.13,NA,83,9.26,13.1,2,3.54,NA,"False."
"682",NA,107,415,"4aaf46255948a8e886072247f35498b6","no","no",NA,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,NA,0,"False."
"683","N3",189,415,"d4869afa652c77b83b7ef0e61e9cc19b","no","yes",38,256.7,98,43.64,150.5,120,12.79,123,87,5.54,11.4,3,3.08,NA,"False."
"684","N2",NA,408,"34ea1dc5b7ef697c4baf70dc84caf1b9","no","no",0,159.1,94,27.05,241.6,119,20.54,NA,120,NA,6.5,1,1.76,1,"False."
"685","A1",110,408,"49bc0591c441071169e9c81215abef9a","no","no",0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3,3,"False."
"686",NA,63,415,"ea4b70c24e4de6f842139b10d26c54c2","no","yes",NA,NA,113,5.25,187,113,NA,230.8,101,10.39,8.6,7,2.32,1,"False."
"687","M3",176,415,"fc30ebcf0cb3343ca7ac8ba8357db8c6","no","no",NA,223.2,76,37.94,214.4,NA,18.22,154.4,80,6.95,10.1,2,2.73,3,"False."
"688",NA,108,510,"986ae3e451ef4ef17c87645270695159","no","no",0,NA,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,"False."
"689","M5",13,510,"f8d1a114e26e36c79d0c0bc54fa56a2d","no","yes",21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,"False."
"690","C2",71,415,"4e3ccaf3cbb1245b7b3a4acb2bdcf051","no","no",0,NA,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,"False."
"691","K1",88,415,"5236e1f4cfa60e5d119eff2ce689b42d","no","no",NA,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,"False."
"692","M7",137,510,NA,"no","no",0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,"False."
"693","N3",82,408,"13ab74a0e44843f5f920c04a85b80997","no","no",0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,"False."
"694","N5",92,510,"0b9f13d9e2ae9ff2e2fa12f38ddc98a8","no","yes",29,155.4,110,26.42,188.5,NA,16.02,254.9,118,11.47,8,4,2.16,3,"False."
"695","W2",165,510,"fd4d70c69a2ac935b8c8c3375fb5a5ee","no","no",0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,NA,2.94,6,"False."
"696","M8",96,415,"9df6b05df020139da0c188f634362f69","no",NA,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,"False."
"697","A3",NA,415,"bfdf4ae745076a4a24c98d8ffe9e1c4e","no","no",0,178.8,94,30.4,178.4,97,NA,169.2,77,7.61,7.5,3,2.03,1,"False."
"698","W1",63,408,"2474cc28edd03910fc7a4b8ecd442a55","no","no",0,149.3,104,25.38,273.6,75,NA,206.6,72,9.3,9.1,4,2.46,0,NA
"699","N4",37,415,"69178e1398276da56a95ea051494a501","no","no",0,206,89,35.02,186,88,15.81,307.1,86,13.82,8.4,11,2.27,0,"False."
"700","I1",98,415,"74bb3ed00e43cbdf6b44157ea7404974","no","no",0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11,NA,2.97,0,"False."
"701",NA,121,415,"f72cfe202bb97c091274f7d06e481612","no","no",0,103.3,110,NA,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,"False."
"702",NA,94,415,"025a46846ecb0d3038bcb9c59efe50b9","no","no",0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,"False."
"703","K1",99,415,"bcff01e5dd6cee8dd026b9d17d4c5d03","no","no",0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,"False."
"704","M8",163,510,"bbe9cc6001af77ab67d817754cf55cc6","no","yes",23,160,104,27.2,189.4,64,NA,229.9,118,10.35,10.4,7,2.81,1,"False."
"705","M6",161,510,"d03efd1e4a42395fcdfabb4c52185335","no","no",0,221.7,95,37.69,193,82,16.41,194.1,113,8.73,6.5,NA,1.76,NA,"False."
"706",NA,99,415,"953fc49fcf0ab66f16e464d7119bc8e3","no","no",NA,62.9,NA,10.69,231,NA,19.64,NA,121,7.6,8.5,5,2.3,1,"False."
"707","C2",108,415,"226b1857d6fa2549617d15ee8d718c74","no","no",0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,"False."
"708","C3",84,510,"c97a6011067ce34499582e16a06928d6","no","yes",42,165.3,97,28.1,NA,118,19,260.8,72,11.74,7.6,7,2.05,3,"False."
"709","I2",83,415,"21d5b1fcfaafc14ae7ea19739e8f79fc","yes","yes",32,NA,111,16.1,154.4,98,13.12,NA,109,9.02,10.6,6,2.86,2,"False."
"710","D1",139,510,"9275e3121268ccf8aca23fdca6a91e3b","no","no",0,NA,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,"False."
"711",NA,69,510,"d3650ad4ae8b9cd3ac4e029398bda845","no","no",0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,NA,"False."
"712","W4",129,510,"9b4984ceae29eccbf1e75b7daa7c5ebd","no","no",0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,"False."
"713","M6",106,415,"3cbe29b9e37fc42de071f670ae8c6810","no","no",0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,2,"False."
"714","V1",158,415,"499292a1f3eb3ac75d72ff0d427d8a81","no","no",NA,222.8,101,37.88,203,128,17.26,210.6,106,9.48,6.9,NA,1.86,2,"False."
"715","S1",168,415,"d8523e5d20276ea3803ffe8b0f4bb82d","no","yes",22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,"False."
"716","W3",115,510,"d1a7f3db9cabf20f7858a6c714cdd7c0","yes","no",0,249.9,95,42.48,242.5,104,20.61,151.7,121,NA,15.3,6,4.13,1,"True."
"717","G1",57,408,"8af71b3761f33a288f2fdf04e6ef3674","yes","yes",NA,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,NA,"False."
"718","A4",67,415,NA,"no","no",0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,"False."
"719","A1",127,408,"5d94ba6dbaf646f5e29a211b5bffa614","no","no",0,182.3,124,30.99,169.9,110,14.44,184,116,8.28,9.3,3,2.51,NA,"False."
"720","A1",78,510,"ecb604970879b727eb8d2d2b8e2f6224","no","no",0,NA,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,"False."
"721","C3",100,415,"aabf62ffff90d157782921da00128cdd","no","yes",38,177.1,88,30.11,163.7,108,NA,242.7,72,10.92,7.4,NA,2,0,"False."
"722","U1",103,510,"8c1ed14b4eabcfedb1c3afb756d9d1bd","no","yes",36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,"True."
"723","K2",113,415,"6149d6d136d0cd4ac7533e08bb05a66a","no","no",0,215.6,96,36.65,193.4,127,NA,105.4,115,4.74,13.5,NA,3.65,1,"False."
"724","M4",78,510,"8caabd0f307f5b006ddcef6051951d11","no","no",0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14,11,3.78,3,"False."
"725","O3",129,510,"5d054f432089f0d2e1707ba864412a25","no","yes",36,192.8,103,32.78,177,83,15.05,216.5,118,9.74,16.4,5,4.43,1,"False."
"726","T1",57,510,"cdc67fcfb137e8277024583296fba312","no","no",0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,"False."
"727","W3",82,408,"97de8acbefc504c9397e4070755145db","no","no",0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,"False."
"728","N5",64,415,"ab76577dd21e54831d1bd6116fc2d914","no","no",0,224.8,111,NA,NA,101,16.15,221.4,110,9.96,9.2,2,2.48,1,"False."
"729","M7",86,510,"033e9ace1e59d61ab7fb0d2f5f8d8bd7","no","yes",39,261.2,NA,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,"False."
"730","M3",151,415,"84b6cbd536b3fbe807a6d411fefc5a43","no","yes",26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,"False."
"731","W4",94,510,"401a4c020146a6146bca424abf0326ea","no","no",0,271.2,105,46.1,NA,105,17.22,221.6,51,9.97,11.5,3,3.11,3,"True."
"732","W4",90,415,NA,"no","no",0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8,1,2.16,2,"False."
"733","I4",48,510,"6c9449f0a695fce05904861e627c34a8","no","no",0,300.4,94,NA,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,"False."
"734",NA,85,408,"b204e973be84e4d4f9bd18198bbdf383","no","yes",37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,"False."
"735","N5",93,415,"ef69c7d96723569a2a0bd0d53673cf11","yes","yes",20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,"False."
"736","D1",169,415,"7bbef8ffb8bfe741cef1f848c1d020a0","yes","no",0,57.1,98,9.71,199.7,NA,16.97,274.7,103,12.36,6.5,6,1.76,3,"False."
"737","U1",68,415,"f1bd33415f796cf6a60d924bfef78f29","no","no",0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5,"True."
"738","K2",91,415,"694e0a1223e95ada3893722543346df3","yes","no",0,145,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,"True."
"739","K1",68,510,"da8cd91448e65ec8a82b20876b1994a6","no","no",0,NA,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,"False."
"740","M4",101,510,"c9812514108df50c176c8e022c414b43","no","no",0,190.7,72,32.42,208.6,103,17.73,NA,111,9.17,8.8,8,2.38,1,"False."
"741","U1",67,510,"c2b2f6f12368f135cf0861f87df9c729","no","yes",20,230.6,40,39.2,NA,58,16.07,162.2,115,7.3,9.4,2,2.54,1,"False."
"742","N3",66,415,"d50d4f870518e179ac6cceaba63360e2","no","no",0,34,NA,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,"False."
"743","F1",116,415,"246d247daa8c9610935824bfbb2e2fc9","no","yes",17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,"False."
"744","L1",158,408,"29eea58e8e20088a00c531fe05e7e89b","no","no",NA,202,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,"False."
"745","M8",78,415,"92d6ad0921a964f3ead22f581d1f8da3","no","no",0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,NA,NA,"False."
"746",NA,119,415,"a47adb2c6df0d9116d35add05fc0b5ee","no","yes",26,161.3,97,27.42,250.3,110,NA,142.4,92,6.41,6.6,8,1.78,1,"False."
"747",NA,120,415,"6f2cd9c2bc81396f348d231d436d4f12","no","no",0,150.6,85,25.6,119,NA,10.12,232.9,123,10.48,6.4,2,1.73,1,"False."
"748","K2",155,510,"a7af7490794c1ceb36de9dd87a7b8686","no","no",0,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,"False."
"749","L1",106,408,"96518536afb31a4d28e9bc9bce56817c","no","no",0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,"False."
"750","N6",87,510,"79e6a84d78f349d4356ef9857fe7d3a3","yes","no",0,167.3,NA,NA,198.5,119,16.87,133.1,88,5.99,11,6,2.97,NA,"False."
"751","A2",146,415,"7d4c752ff18ced298a591c30dbb689f9",NA,"yes",32,154,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,"False."
"752",NA,101,415,"7f50717c864bdd1d6e903fa4cedd4501","no","yes",29,121.1,NA,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,NA
"753","C2",22,510,"392b9c880c1d54593fbc5d97bbf1de94","no","yes",23,182.1,NA,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,"False."
"754","T2",NA,415,"4a294465388ca12f37b362a13bda48c4","no",NA,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2,"False."
"755","N8",41,415,"be6a7b5084a4a3c85e0fcb803fe79638","no","no",0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,NA,"False."
"756","O3",69,415,"e375a07760fa57a0b58cc1a2eb5e336a","no","no",0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,"False."
